tau_1,tau_2,patch_acc_multi,patch_f1_macro,patch_pre_macro,patch_rec_macro,patch_f1_weighted,patch_pre_weighted,patch_rec_weighted,patch_f1_micro,patch_acc_bin,patch_f1_bin,patch_pre_bin,patch_rec_bin
0.72,0.47,0.964,0.8337,0.9269,0.7766,0.9608,0.9634,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.72,0.48,0.9621,0.8252,0.9266,0.7623,0.9588,0.9616,0.9621,0.9621,0.9659,0.8393,0.9592,0.746
0.72,0.49,0.9621,0.8252,0.9266,0.7623,0.9588,0.9616,0.9621,0.9621,0.9659,0.8393,0.9592,0.746
0.72,0.5,0.9583,0.8053,0.925,0.7398,0.9538,0.9578,0.9583,0.9583,0.9621,0.8182,0.9574,0.7143
0.72,0.51,0.9583,0.8119,0.9417,0.7398,0.9536,0.9579,0.9583,0.9583,0.9602,0.8073,0.9565,0.6984
0.72,0.52,0.9583,0.8119,0.9417,0.7398,0.9536,0.9579,0.9583,0.9583,0.9602,0.8073,0.9565,0.6984
0.72,0.53,0.9583,0.8119,0.9417,0.7398,0.9536,0.9579,0.9583,0.9583,0.9602,0.8073,0.9565,0.6984
0.72,0.54,0.9583,0.8119,0.9417,0.7398,0.9536,0.9579,0.9583,0.9583,0.9602,0.8073,0.9565,0.6984
0.72,0.55,0.9583,0.8119,0.9417,0.7398,0.9536,0.9579,0.9583,0.9583,0.9602,0.8073,0.9565,0.6984
0.72,0.56,0.9583,0.8119,0.9417,0.7398,0.9536,0.9579,0.9583,0.9583,0.9602,0.8073,0.9565,0.6984
0.72,0.57,0.9583,0.8119,0.9417,0.7398,0.9536,0.9579,0.9583,0.9583,0.9602,0.8073,0.9565,0.6984
0.72,0.58,0.9583,0.8119,0.9417,0.7398,0.9536,0.9579,0.9583,0.9583,0.9602,0.8073,0.9565,0.6984
0.72,0.59,0.9583,0.8119,0.9417,0.7398,0.9536,0.9579,0.9583,0.9583,0.9602,0.8073,0.9565,0.6984
0.72,0.6,0.9583,0.8119,0.9417,0.7398,0.9536,0.9579,0.9583,0.9583,0.9602,0.8073,0.9565,0.6984
0.72,0.61,0.9583,0.8119,0.9417,0.7398,0.9536,0.9579,0.9583,0.9583,0.9602,0.8073,0.9565,0.6984
0.72,0.62,0.9583,0.8119,0.9417,0.7398,0.9536,0.9579,0.9583,0.9583,0.9602,0.8073,0.9565,0.6984
0.72,0.63,0.9545,0.7918,0.9411,0.7112,0.9491,0.9544,0.9545,0.9545,0.9564,0.785,0.9545,0.6667
0.72,0.64,0.9545,0.7918,0.9411,0.7112,0.9491,0.9544,0.9545,0.9545,0.9564,0.785,0.9545,0.6667
0.72,0.65,0.9545,0.7918,0.9411,0.7112,0.9491,0.9544,0.9545,0.9545,0.9564,0.785,0.9545,0.6667
0.72,0.66,0.9545,0.7918,0.9411,0.7112,0.9491,0.9544,0.9545,0.9545,0.9564,0.785,0.9545,0.6667
0.72,0.67,0.9545,0.7918,0.9411,0.7112,0.9491,0.9544,0.9545,0.9545,0.9564,0.785,0.9545,0.6667
0.72,0.68,0.9545,0.7918,0.9411,0.7112,0.9491,0.9544,0.9545,0.9545,0.9564,0.785,0.9545,0.6667
0.72,0.69,0.9545,0.7918,0.9411,0.7112,0.9491,0.9544,0.9545,0.9545,0.9564,0.785,0.9545,0.6667
0.72,0.7,0.9545,0.7918,0.9411,0.7112,0.9491,0.9544,0.9545,0.9545,0.9564,0.785,0.9545,0.6667
0.72,0.71,0.9545,0.7918,0.9411,0.7112,0.9491,0.9544,0.9545,0.9545,0.9564,0.785,0.9545,0.6667
0.72,0.72,0.9545,0.7918,0.9411,0.7112,0.9491,0.9544,0.9545,0.9545,0.9564,0.785,0.9545,0.6667
0.73,0.0,0.9545,0.7918,0.9411,0.7112,0.9491,0.9544,0.9545,0.9545,0.9564,0.785,0.9545,0.6667
0.73,0.01,0.9223,0.7598,0.712,0.8536,0.9303,0.9444,0.9223,0.9223,0.9261,0.7347,0.6429,0.8571
0.73,0.02,0.947,0.8069,0.7851,0.8575,0.9494,0.955,0.947,0.947,0.9508,0.806,0.7606,0.8571
0.73,0.03,0.9583,0.8339,0.8363,0.8594,0.9585,0.9621,0.9583,0.9583,0.9621,0.8438,0.8308,0.8571
0.73,0.04,0.9602,0.8346,0.8531,0.847,0.9593,0.9624,0.9602,0.9602,0.964,0.848,0.8548,0.8413
0.73,0.05,0.9621,0.84,0.877,0.8473,0.9611,0.9659,0.9621,0.9621,0.9659,0.8548,0.8689,0.8413
0.73,0.06,0.964,0.8456,0.8843,0.8476,0.9626,0.9667,0.964,0.964,0.9678,0.8618,0.8833,0.8413
0.73,0.07,0.9659,0.8518,0.893,0.8479,0.9642,0.9677,0.9659,0.9659,0.9697,0.8689,0.8983,0.8413
0.73,0.08,0.9659,0.851,0.9046,0.8304,0.9641,0.9672,0.9659,0.9659,0.9697,0.8667,0.9123,0.8254
0.73,0.09,0.9659,0.851,0.9046,0.8304,0.9641,0.9672,0.9659,0.9659,0.9697,0.8667,0.9123,0.8254
0.73,0.1,0.964,0.8406,0.8996,0.8125,0.9621,0.9648,0.964,0.964,0.9678,0.8571,0.9107,0.8095
0.73,0.11,0.964,0.8412,0.9104,0.8033,0.9617,0.9642,0.964,0.964,0.9678,0.8547,0.9259,0.7937
0.73,0.12,0.964,0.8412,0.9104,0.8033,0.9617,0.9642,0.964,0.964,0.9678,0.8547,0.9259,0.7937
0.73,0.13,0.9659,0.8463,0.9208,0.8036,0.9634,0.9658,0.9659,0.9659,0.9697,0.8621,0.9434,0.7937
0.73,0.14,0.9659,0.8463,0.9208,0.8036,0.9634,0.9658,0.9659,0.9659,0.9697,0.8621,0.9434,0.7937
0.73,0.15,0.9659,0.8463,0.9208,0.8036,0.9634,0.9658,0.9659,0.9659,0.9697,0.8621,0.9434,0.7937
0.73,0.16,0.9659,0.8463,0.9208,0.8036,0.9634,0.9658,0.9659,0.9659,0.9697,0.8621,0.9434,0.7937
0.73,0.17,0.9659,0.8463,0.9208,0.8036,0.9634,0.9658,0.9659,0.9659,0.9697,0.8621,0.9434,0.7937
0.73,0.18,0.9659,0.8463,0.9208,0.8036,0.9634,0.9658,0.9659,0.9659,0.9697,0.8621,0.9434,0.7937
0.73,0.19,0.9659,0.8463,0.9208,0.8036,0.9634,0.9658,0.9659,0.9659,0.9697,0.8621,0.9434,0.7937
0.73,0.2,0.9659,0.8463,0.9208,0.8036,0.9634,0.9658,0.9659,0.9659,0.9697,0.8621,0.9434,0.7937
0.73,0.21,0.9659,0.8463,0.9208,0.8036,0.9634,0.9658,0.9659,0.9659,0.9697,0.8621,0.9434,0.7937
0.73,0.22,0.9659,0.8463,0.9208,0.8036,0.9634,0.9658,0.9659,0.9659,0.9697,0.8621,0.9434,0.7937
0.73,0.23,0.9659,0.8463,0.9208,0.8036,0.9634,0.9658,0.9659,0.9659,0.9697,0.8621,0.9434,0.7937
0.73,0.24,0.9678,0.8519,0.9335,0.8039,0.9651,0.9677,0.9678,0.9678,0.9716,0.8696,0.9615,0.7937
0.73,0.25,0.9659,0.8457,0.9323,0.7944,0.963,0.9657,0.9659,0.9659,0.9697,0.8596,0.9608,0.7778
0.73,0.26,0.9659,0.8457,0.9323,0.7944,0.963,0.9657,0.9659,0.9659,0.9697,0.8596,0.9608,0.7778
0.73,0.27,0.9659,0.8457,0.9323,0.7944,0.963,0.9657,0.9659,0.9659,0.9697,0.8596,0.9608,0.7778
0.73,0.28,0.9659,0.8457,0.9323,0.7944,0.963,0.9657,0.9659,0.9659,0.9697,0.8596,0.9608,0.7778
0.73,0.29,0.9659,0.8457,0.9323,0.7944,0.963,0.9657,0.9659,0.9659,0.9697,0.8596,0.9608,0.7778
0.73,0.3,0.9659,0.8457,0.9323,0.7944,0.963,0.9657,0.9659,0.9659,0.9697,0.8596,0.9608,0.7778
0.73,0.31,0.9659,0.8457,0.9323,0.7944,0.963,0.9657,0.9659,0.9659,0.9697,0.8596,0.9608,0.7778
0.73,0.32,0.9659,0.8457,0.9323,0.7944,0.963,0.9657,0.9659,0.9659,0.9697,0.8596,0.9608,0.7778
0.73,0.33,0.9659,0.8457,0.9323,0.7944,0.963,0.9657,0.9659,0.9659,0.9697,0.8596,0.9608,0.7778
0.73,0.34,0.9659,0.8457,0.9323,0.7944,0.963,0.9657,0.9659,0.9659,0.9697,0.8596,0.9608,0.7778
0.73,0.35,0.9659,0.8457,0.9323,0.7944,0.963,0.9657,0.9659,0.9659,0.9697,0.8596,0.9608,0.7778
0.73,0.36,0.9659,0.8457,0.9323,0.7944,0.963,0.9657,0.9659,0.9659,0.9697,0.8596,0.9608,0.7778
0.73,0.37,0.964,0.8337,0.9269,0.7766,0.9608,0.9634,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.73,0.38,0.964,0.8337,0.9269,0.7766,0.9608,0.9634,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.73,0.39,0.964,0.8337,0.9269,0.7766,0.9608,0.9634,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.73,0.4,0.964,0.8337,0.9269,0.7766,0.9608,0.9634,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.73,0.41,0.964,0.8337,0.9269,0.7766,0.9608,0.9634,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.73,0.42,0.964,0.8337,0.9269,0.7766,0.9608,0.9634,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.73,0.43,0.964,0.8337,0.9269,0.7766,0.9608,0.9634,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.73,0.44,0.964,0.8337,0.9269,0.7766,0.9608,0.9634,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.73,0.45,0.964,0.8337,0.9269,0.7766,0.9608,0.9634,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.73,0.46,0.964,0.8337,0.9269,0.7766,0.9608,0.9634,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.73,0.47,0.964,0.8337,0.9269,0.7766,0.9608,0.9634,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.73,0.48,0.9621,0.8252,0.9266,0.7623,0.9588,0.9616,0.9621,0.9621,0.9659,0.8393,0.9592,0.746
0.73,0.49,0.9621,0.8252,0.9266,0.7623,0.9588,0.9616,0.9621,0.9621,0.9659,0.8393,0.9592,0.746
0.73,0.5,0.9583,0.8053,0.925,0.7398,0.9538,0.9578,0.9583,0.9583,0.9621,0.8182,0.9574,0.7143
0.73,0.51,0.9583,0.8119,0.9417,0.7398,0.9536,0.9579,0.9583,0.9583,0.9602,0.8073,0.9565,0.6984
0.73,0.52,0.9583,0.8119,0.9417,0.7398,0.9536,0.9579,0.9583,0.9583,0.9602,0.8073,0.9565,0.6984
0.73,0.53,0.9583,0.8119,0.9417,0.7398,0.9536,0.9579,0.9583,0.9583,0.9602,0.8073,0.9565,0.6984
0.73,0.54,0.9583,0.8119,0.9417,0.7398,0.9536,0.9579,0.9583,0.9583,0.9602,0.8073,0.9565,0.6984
0.73,0.55,0.9583,0.8119,0.9417,0.7398,0.9536,0.9579,0.9583,0.9583,0.9602,0.8073,0.9565,0.6984
0.73,0.56,0.9583,0.8119,0.9417,0.7398,0.9536,0.9579,0.9583,0.9583,0.9602,0.8073,0.9565,0.6984
0.73,0.57,0.9583,0.8119,0.9417,0.7398,0.9536,0.9579,0.9583,0.9583,0.9602,0.8073,0.9565,0.6984
0.73,0.58,0.9583,0.8119,0.9417,0.7398,0.9536,0.9579,0.9583,0.9583,0.9602,0.8073,0.9565,0.6984
0.73,0.59,0.9583,0.8119,0.9417,0.7398,0.9536,0.9579,0.9583,0.9583,0.9602,0.8073,0.9565,0.6984
0.73,0.6,0.9583,0.8119,0.9417,0.7398,0.9536,0.9579,0.9583,0.9583,0.9602,0.8073,0.9565,0.6984
0.73,0.61,0.9583,0.8119,0.9417,0.7398,0.9536,0.9579,0.9583,0.9583,0.9602,0.8073,0.9565,0.6984
0.73,0.62,0.9583,0.8119,0.9417,0.7398,0.9536,0.9579,0.9583,0.9583,0.9602,0.8073,0.9565,0.6984
0.73,0.63,0.9545,0.7918,0.9411,0.7112,0.9491,0.9544,0.9545,0.9545,0.9564,0.785,0.9545,0.6667
0.73,0.64,0.9545,0.7918,0.9411,0.7112,0.9491,0.9544,0.9545,0.9545,0.9564,0.785,0.9545,0.6667
0.73,0.65,0.9545,0.7918,0.9411,0.7112,0.9491,0.9544,0.9545,0.9545,0.9564,0.785,0.9545,0.6667
0.73,0.66,0.9545,0.7918,0.9411,0.7112,0.9491,0.9544,0.9545,0.9545,0.9564,0.785,0.9545,0.6667
0.73,0.67,0.9545,0.7918,0.9411,0.7112,0.9491,0.9544,0.9545,0.9545,0.9564,0.785,0.9545,0.6667
0.73,0.68,0.9545,0.7918,0.9411,0.7112,0.9491,0.9544,0.9545,0.9545,0.9564,0.785,0.9545,0.6667
0.73,0.69,0.9545,0.7918,0.9411,0.7112,0.9491,0.9544,0.9545,0.9545,0.9564,0.785,0.9545,0.6667
0.73,0.7,0.9545,0.7918,0.9411,0.7112,0.9491,0.9544,0.9545,0.9545,0.9564,0.785,0.9545,0.6667
0.73,0.71,0.9545,0.7918,0.9411,0.7112,0.9491,0.9544,0.9545,0.9545,0.9564,0.785,0.9545,0.6667
0.73,0.72,0.9545,0.7918,0.9411,0.7112,0.9491,0.9544,0.9545,0.9545,0.9564,0.785,0.9545,0.6667
0.73,0.73,0.9545,0.7918,0.9411,0.7112,0.9491,0.9544,0.9545,0.9545,0.9564,0.785,0.9545,0.6667
0.74,0.0,0.9508,0.7675,0.9386,0.6852,0.9438,0.9506,0.9508,0.9508,0.9527,0.7619,0.9524,0.6349
0.74,0.01,0.9205,0.7513,0.7059,0.8406,0.9282,0.9416,0.9205,0.9205,0.9242,0.726,0.6386,0.8413
0.74,0.02,0.9451,0.7965,0.7784,0.8446,0.947,0.9522,0.9451,0.9451,0.9489,0.797,0.7571,0.8413
0.74,0.03,0.9564,0.8226,0.8326,0.8464,0.956,0.9598,0.9564,0.9564,0.9602,0.8346,0.8281,0.8413
0.74,0.04,0.9583,0.8218,0.8481,0.834,0.9566,0.9599,0.9583,0.9583,0.9621,0.8387,0.8525,0.8254
0.74,0.05,0.9602,0.8267,0.8767,0.8343,0.9582,0.9641,0.9602,0.9602,0.964,0.8455,0.8667,0.8254
0.74,0.06,0.9621,0.8323,0.884,0.8346,0.9598,0.9649,0.9621,0.9621,0.9659,0.8525,0.8814,0.8254
0.74,0.07,0.964,0.8385,0.8927,0.835,0.9614,0.9659,0.964,0.964,0.9678,0.8595,0.8966,0.8254
0.74,0.08,0.964,0.8377,0.9043,0.8174,0.9613,0.9654,0.964,0.964,0.9678,0.8571,0.9107,0.8095
0.74,0.09,0.964,0.8377,0.9043,0.8174,0.9613,0.9654,0.964,0.964,0.9678,0.8571,0.9107,0.8095
0.74,0.1,0.9621,0.8273,0.8993,0.7995,0.9593,0.963,0.9621,0.9621,0.9659,0.8475,0.9091,0.7937
0.74,0.11,0.9621,0.828,0.9101,0.7903,0.9589,0.9624,0.9621,0.9621,0.9659,0.8448,0.9245,0.7778
0.74,0.12,0.9621,0.828,0.9101,0.7903,0.9589,0.9624,0.9621,0.9621,0.9659,0.8448,0.9245,0.7778
0.74,0.13,0.964,0.8331,0.9205,0.7906,0.9606,0.964,0.964,0.964,0.9678,0.8522,0.9423,0.7778
0.74,0.14,0.964,0.8331,0.9205,0.7906,0.9606,0.964,0.964,0.964,0.9678,0.8522,0.9423,0.7778
0.74,0.15,0.964,0.8331,0.9205,0.7906,0.9606,0.964,0.964,0.964,0.9678,0.8522,0.9423,0.7778
0.74,0.16,0.964,0.8331,0.9205,0.7906,0.9606,0.964,0.964,0.964,0.9678,0.8522,0.9423,0.7778
0.74,0.17,0.964,0.8331,0.9205,0.7906,0.9606,0.964,0.964,0.964,0.9678,0.8522,0.9423,0.7778
0.74,0.18,0.964,0.8331,0.9205,0.7906,0.9606,0.964,0.964,0.964,0.9678,0.8522,0.9423,0.7778
0.74,0.19,0.964,0.8331,0.9205,0.7906,0.9606,0.964,0.964,0.964,0.9678,0.8522,0.9423,0.7778
0.74,0.2,0.964,0.8331,0.9205,0.7906,0.9606,0.964,0.964,0.964,0.9678,0.8522,0.9423,0.7778
0.74,0.21,0.964,0.8331,0.9205,0.7906,0.9606,0.964,0.964,0.964,0.9678,0.8522,0.9423,0.7778
0.74,0.22,0.964,0.8331,0.9205,0.7906,0.9606,0.964,0.964,0.964,0.9678,0.8522,0.9423,0.7778
0.74,0.23,0.964,0.8331,0.9205,0.7906,0.9606,0.964,0.964,0.964,0.9678,0.8522,0.9423,0.7778
0.74,0.24,0.9659,0.8387,0.9332,0.7909,0.9623,0.9659,0.9659,0.9659,0.9697,0.8596,0.9608,0.7778
0.74,0.25,0.964,0.8325,0.932,0.7814,0.9602,0.9639,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.74,0.26,0.964,0.8325,0.932,0.7814,0.9602,0.9639,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.74,0.27,0.964,0.8325,0.932,0.7814,0.9602,0.9639,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.74,0.28,0.964,0.8325,0.932,0.7814,0.9602,0.9639,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.74,0.29,0.964,0.8325,0.932,0.7814,0.9602,0.9639,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.74,0.3,0.964,0.8325,0.932,0.7814,0.9602,0.9639,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.74,0.31,0.964,0.8325,0.932,0.7814,0.9602,0.9639,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.74,0.32,0.964,0.8325,0.932,0.7814,0.9602,0.9639,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.74,0.33,0.964,0.8325,0.932,0.7814,0.9602,0.9639,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.74,0.34,0.964,0.8325,0.932,0.7814,0.9602,0.9639,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.74,0.35,0.964,0.8325,0.932,0.7814,0.9602,0.9639,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.74,0.36,0.964,0.8325,0.932,0.7814,0.9602,0.9639,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.74,0.37,0.9621,0.8204,0.9266,0.7636,0.958,0.9616,0.9621,0.9621,0.9659,0.8393,0.9592,0.746
0.74,0.38,0.9621,0.8204,0.9266,0.7636,0.958,0.9616,0.9621,0.9621,0.9659,0.8393,0.9592,0.746
0.74,0.39,0.9621,0.8204,0.9266,0.7636,0.958,0.9616,0.9621,0.9621,0.9659,0.8393,0.9592,0.746
0.74,0.4,0.9621,0.8204,0.9266,0.7636,0.958,0.9616,0.9621,0.9621,0.9659,0.8393,0.9592,0.746
0.74,0.41,0.9621,0.8204,0.9266,0.7636,0.958,0.9616,0.9621,0.9621,0.9659,0.8393,0.9592,0.746
0.74,0.42,0.9621,0.8204,0.9266,0.7636,0.958,0.9616,0.9621,0.9621,0.9659,0.8393,0.9592,0.746
0.74,0.43,0.9621,0.8204,0.9266,0.7636,0.958,0.9616,0.9621,0.9621,0.9659,0.8393,0.9592,0.746
0.74,0.44,0.9621,0.8204,0.9266,0.7636,0.958,0.9616,0.9621,0.9621,0.9659,0.8393,0.9592,0.746
0.74,0.45,0.9621,0.8204,0.9266,0.7636,0.958,0.9616,0.9621,0.9621,0.9659,0.8393,0.9592,0.746
0.74,0.46,0.9621,0.8204,0.9266,0.7636,0.958,0.9616,0.9621,0.9621,0.9659,0.8393,0.9592,0.746
0.74,0.47,0.9621,0.8204,0.9266,0.7636,0.958,0.9616,0.9621,0.9621,0.9659,0.8393,0.9592,0.746
0.74,0.48,0.9602,0.8119,0.9263,0.7493,0.956,0.9598,0.9602,0.9602,0.964,0.8288,0.9583,0.7302
0.74,0.49,0.9602,0.8119,0.9263,0.7493,0.956,0.9598,0.9602,0.9602,0.964,0.8288,0.9583,0.7302
0.74,0.5,0.9564,0.7902,0.9247,0.7268,0.9507,0.9561,0.9564,0.9564,0.9602,0.8073,0.9565,0.6984
0.74,0.51,0.9564,0.7968,0.9414,0.7268,0.9505,0.9561,0.9564,0.9564,0.9583,0.7963,0.9556,0.6825
0.74,0.52,0.9564,0.7968,0.9414,0.7268,0.9505,0.9561,0.9564,0.9564,0.9583,0.7963,0.9556,0.6825
0.74,0.53,0.9564,0.7968,0.9414,0.7268,0.9505,0.9561,0.9564,0.9564,0.9583,0.7963,0.9556,0.6825
0.74,0.54,0.9564,0.7968,0.9414,0.7268,0.9505,0.9561,0.9564,0.9564,0.9583,0.7963,0.9556,0.6825
0.74,0.55,0.9564,0.7968,0.9414,0.7268,0.9505,0.9561,0.9564,0.9564,0.9583,0.7963,0.9556,0.6825
0.74,0.56,0.9564,0.7968,0.9414,0.7268,0.9505,0.9561,0.9564,0.9564,0.9583,0.7963,0.9556,0.6825
0.74,0.57,0.9564,0.7968,0.9414,0.7268,0.9505,0.9561,0.9564,0.9564,0.9583,0.7963,0.9556,0.6825
0.74,0.58,0.9564,0.7968,0.9414,0.7268,0.9505,0.9561,0.9564,0.9564,0.9583,0.7963,0.9556,0.6825
0.74,0.59,0.9564,0.7968,0.9414,0.7268,0.9505,0.9561,0.9564,0.9564,0.9583,0.7963,0.9556,0.6825
0.74,0.6,0.9564,0.7968,0.9414,0.7268,0.9505,0.9561,0.9564,0.9564,0.9583,0.7963,0.9556,0.6825
0.74,0.61,0.9564,0.7968,0.9414,0.7268,0.9505,0.9561,0.9564,0.9564,0.9583,0.7963,0.9556,0.6825
0.74,0.62,0.9564,0.7968,0.9414,0.7268,0.9505,0.9561,0.9564,0.9564,0.9583,0.7963,0.9556,0.6825
0.74,0.63,0.9527,0.7767,0.9409,0.6982,0.9461,0.9526,0.9527,0.9527,0.9545,0.7736,0.9535,0.6508
0.74,0.64,0.9527,0.7767,0.9409,0.6982,0.9461,0.9526,0.9527,0.9527,0.9545,0.7736,0.9535,0.6508
0.74,0.65,0.9527,0.7767,0.9409,0.6982,0.9461,0.9526,0.9527,0.9527,0.9545,0.7736,0.9535,0.6508
0.74,0.66,0.9527,0.7767,0.9409,0.6982,0.9461,0.9526,0.9527,0.9527,0.9545,0.7736,0.9535,0.6508
0.74,0.67,0.9527,0.7767,0.9409,0.6982,0.9461,0.9526,0.9527,0.9527,0.9545,0.7736,0.9535,0.6508
0.74,0.68,0.9527,0.7767,0.9409,0.6982,0.9461,0.9526,0.9527,0.9527,0.9545,0.7736,0.9535,0.6508
0.74,0.69,0.9527,0.7767,0.9409,0.6982,0.9461,0.9526,0.9527,0.9527,0.9545,0.7736,0.9535,0.6508
0.74,0.7,0.9527,0.7767,0.9409,0.6982,0.9461,0.9526,0.9527,0.9527,0.9545,0.7736,0.9535,0.6508
0.74,0.71,0.9527,0.7767,0.9409,0.6982,0.9461,0.9526,0.9527,0.9527,0.9545,0.7736,0.9535,0.6508
0.74,0.72,0.9527,0.7767,0.9409,0.6982,0.9461,0.9526,0.9527,0.9527,0.9545,0.7736,0.9535,0.6508
0.74,0.73,0.9527,0.7767,0.9409,0.6982,0.9461,0.9526,0.9527,0.9527,0.9545,0.7736,0.9535,0.6508
0.74,0.74,0.9508,0.7675,0.9386,0.6852,0.9438,0.9506,0.9508,0.9508,0.9527,0.7619,0.9524,0.6349
0.75,0.0,0.9508,0.7675,0.9386,0.6852,0.9438,0.9506,0.9508,0.9508,0.9527,0.7619,0.9524,0.6349
0.75,0.01,0.9205,0.7513,0.7059,0.8406,0.9282,0.9416,0.9205,0.9205,0.9242,0.726,0.6386,0.8413
0.75,0.02,0.9451,0.7965,0.7784,0.8446,0.947,0.9522,0.9451,0.9451,0.9489,0.797,0.7571,0.8413
0.75,0.03,0.9564,0.8226,0.8326,0.8464,0.956,0.9598,0.9564,0.9564,0.9602,0.8346,0.8281,0.8413
0.75,0.04,0.9583,0.8218,0.8481,0.834,0.9566,0.9599,0.9583,0.9583,0.9621,0.8387,0.8525,0.8254
0.75,0.05,0.9602,0.8267,0.8767,0.8343,0.9582,0.9641,0.9602,0.9602,0.964,0.8455,0.8667,0.8254
0.75,0.06,0.9621,0.8323,0.884,0.8346,0.9598,0.9649,0.9621,0.9621,0.9659,0.8525,0.8814,0.8254
0.75,0.07,0.964,0.8385,0.8927,0.835,0.9614,0.9659,0.964,0.964,0.9678,0.8595,0.8966,0.8254
0.75,0.08,0.964,0.8377,0.9043,0.8174,0.9613,0.9654,0.964,0.964,0.9678,0.8571,0.9107,0.8095
0.75,0.09,0.964,0.8377,0.9043,0.8174,0.9613,0.9654,0.964,0.964,0.9678,0.8571,0.9107,0.8095
0.75,0.1,0.9621,0.8273,0.8993,0.7995,0.9593,0.963,0.9621,0.9621,0.9659,0.8475,0.9091,0.7937
0.75,0.11,0.9621,0.828,0.9101,0.7903,0.9589,0.9624,0.9621,0.9621,0.9659,0.8448,0.9245,0.7778
0.75,0.12,0.9621,0.828,0.9101,0.7903,0.9589,0.9624,0.9621,0.9621,0.9659,0.8448,0.9245,0.7778
0.75,0.13,0.964,0.8331,0.9205,0.7906,0.9606,0.964,0.964,0.964,0.9678,0.8522,0.9423,0.7778
0.75,0.14,0.964,0.8331,0.9205,0.7906,0.9606,0.964,0.964,0.964,0.9678,0.8522,0.9423,0.7778
0.75,0.15,0.964,0.8331,0.9205,0.7906,0.9606,0.964,0.964,0.964,0.9678,0.8522,0.9423,0.7778
0.75,0.16,0.964,0.8331,0.9205,0.7906,0.9606,0.964,0.964,0.964,0.9678,0.8522,0.9423,0.7778
0.75,0.17,0.964,0.8331,0.9205,0.7906,0.9606,0.964,0.964,0.964,0.9678,0.8522,0.9423,0.7778
0.75,0.18,0.964,0.8331,0.9205,0.7906,0.9606,0.964,0.964,0.964,0.9678,0.8522,0.9423,0.7778
0.75,0.19,0.964,0.8331,0.9205,0.7906,0.9606,0.964,0.964,0.964,0.9678,0.8522,0.9423,0.7778
0.75,0.2,0.964,0.8331,0.9205,0.7906,0.9606,0.964,0.964,0.964,0.9678,0.8522,0.9423,0.7778
0.75,0.21,0.964,0.8331,0.9205,0.7906,0.9606,0.964,0.964,0.964,0.9678,0.8522,0.9423,0.7778
0.75,0.22,0.964,0.8331,0.9205,0.7906,0.9606,0.964,0.964,0.964,0.9678,0.8522,0.9423,0.7778
0.75,0.23,0.964,0.8331,0.9205,0.7906,0.9606,0.964,0.964,0.964,0.9678,0.8522,0.9423,0.7778
0.75,0.24,0.9659,0.8387,0.9332,0.7909,0.9623,0.9659,0.9659,0.9659,0.9697,0.8596,0.9608,0.7778
0.75,0.25,0.964,0.8325,0.932,0.7814,0.9602,0.9639,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.75,0.26,0.964,0.8325,0.932,0.7814,0.9602,0.9639,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.75,0.27,0.964,0.8325,0.932,0.7814,0.9602,0.9639,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.75,0.28,0.964,0.8325,0.932,0.7814,0.9602,0.9639,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.75,0.29,0.964,0.8325,0.932,0.7814,0.9602,0.9639,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.75,0.3,0.964,0.8325,0.932,0.7814,0.9602,0.9639,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.75,0.31,0.964,0.8325,0.932,0.7814,0.9602,0.9639,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.75,0.32,0.964,0.8325,0.932,0.7814,0.9602,0.9639,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.75,0.33,0.964,0.8325,0.932,0.7814,0.9602,0.9639,0.964,0.964,0.9678,0.8496,0.96,0.7619
