tau_1,tau_2,patch_acc_multi,patch_f1_macro,patch_pre_macro,patch_rec_macro,patch_f1_weighted,patch_pre_weighted,patch_rec_weighted,patch_f1_micro,patch_acc_bin,patch_f1_bin,patch_pre_bin,patch_rec_bin
0.69,0.52,0.9583,0.8119,0.9417,0.7398,0.9536,0.9579,0.9583,0.9583,0.9602,0.8073,0.9565,0.6984
0.69,0.53,0.9583,0.8119,0.9417,0.7398,0.9536,0.9579,0.9583,0.9583,0.9602,0.8073,0.9565,0.6984
0.69,0.54,0.9583,0.8119,0.9417,0.7398,0.9536,0.9579,0.9583,0.9583,0.9602,0.8073,0.9565,0.6984
0.69,0.55,0.9583,0.8119,0.9417,0.7398,0.9536,0.9579,0.9583,0.9583,0.9602,0.8073,0.9565,0.6984
0.69,0.56,0.9583,0.8119,0.9417,0.7398,0.9536,0.9579,0.9583,0.9583,0.9602,0.8073,0.9565,0.6984
0.69,0.57,0.9583,0.8119,0.9417,0.7398,0.9536,0.9579,0.9583,0.9583,0.9602,0.8073,0.9565,0.6984
0.69,0.58,0.9583,0.8119,0.9417,0.7398,0.9536,0.9579,0.9583,0.9583,0.9602,0.8073,0.9565,0.6984
0.69,0.59,0.9583,0.8119,0.9417,0.7398,0.9536,0.9579,0.9583,0.9583,0.9602,0.8073,0.9565,0.6984
0.69,0.6,0.9583,0.8119,0.9417,0.7398,0.9536,0.9579,0.9583,0.9583,0.9602,0.8073,0.9565,0.6984
0.69,0.61,0.9583,0.8119,0.9417,0.7398,0.9536,0.9579,0.9583,0.9583,0.9602,0.8073,0.9565,0.6984
0.69,0.62,0.9583,0.8119,0.9417,0.7398,0.9536,0.9579,0.9583,0.9583,0.9602,0.8073,0.9565,0.6984
0.69,0.63,0.9545,0.7918,0.9411,0.7112,0.9491,0.9544,0.9545,0.9545,0.9564,0.785,0.9545,0.6667
0.69,0.64,0.9545,0.7918,0.9411,0.7112,0.9491,0.9544,0.9545,0.9545,0.9564,0.785,0.9545,0.6667
0.69,0.65,0.9545,0.7918,0.9411,0.7112,0.9491,0.9544,0.9545,0.9545,0.9564,0.785,0.9545,0.6667
0.69,0.66,0.9545,0.7918,0.9411,0.7112,0.9491,0.9544,0.9545,0.9545,0.9564,0.785,0.9545,0.6667
0.69,0.67,0.9545,0.7918,0.9411,0.7112,0.9491,0.9544,0.9545,0.9545,0.9564,0.785,0.9545,0.6667
0.69,0.68,0.9545,0.7918,0.9411,0.7112,0.9491,0.9544,0.9545,0.9545,0.9564,0.785,0.9545,0.6667
0.69,0.69,0.9545,0.7918,0.9411,0.7112,0.9491,0.9544,0.9545,0.9545,0.9564,0.785,0.9545,0.6667
0.7,0.0,0.9545,0.7918,0.9411,0.7112,0.9491,0.9544,0.9545,0.9545,0.9564,0.785,0.9545,0.6667
0.7,0.01,0.9223,0.7598,0.712,0.8536,0.9303,0.9444,0.9223,0.9223,0.9261,0.7347,0.6429,0.8571
0.7,0.02,0.947,0.8069,0.7851,0.8575,0.9494,0.955,0.947,0.947,0.9508,0.806,0.7606,0.8571
0.7,0.03,0.9583,0.8339,0.8363,0.8594,0.9585,0.9621,0.9583,0.9583,0.9621,0.8438,0.8308,0.8571
0.7,0.04,0.9602,0.8346,0.8531,0.847,0.9593,0.9624,0.9602,0.9602,0.964,0.848,0.8548,0.8413
0.7,0.05,0.9621,0.84,0.877,0.8473,0.9611,0.9659,0.9621,0.9621,0.9659,0.8548,0.8689,0.8413
0.7,0.06,0.964,0.8456,0.8843,0.8476,0.9626,0.9667,0.964,0.964,0.9678,0.8618,0.8833,0.8413
0.7,0.07,0.9659,0.8518,0.893,0.8479,0.9642,0.9677,0.9659,0.9659,0.9697,0.8689,0.8983,0.8413
0.7,0.08,0.9659,0.851,0.9046,0.8304,0.9641,0.9672,0.9659,0.9659,0.9697,0.8667,0.9123,0.8254
0.7,0.09,0.9659,0.851,0.9046,0.8304,0.9641,0.9672,0.9659,0.9659,0.9697,0.8667,0.9123,0.8254
0.7,0.1,0.964,0.8406,0.8996,0.8125,0.9621,0.9648,0.964,0.964,0.9678,0.8571,0.9107,0.8095
0.7,0.11,0.964,0.8412,0.9104,0.8033,0.9617,0.9642,0.964,0.964,0.9678,0.8547,0.9259,0.7937
0.7,0.12,0.964,0.8412,0.9104,0.8033,0.9617,0.9642,0.964,0.964,0.9678,0.8547,0.9259,0.7937
0.7,0.13,0.9659,0.8463,0.9208,0.8036,0.9634,0.9658,0.9659,0.9659,0.9697,0.8621,0.9434,0.7937
0.7,0.14,0.9659,0.8463,0.9208,0.8036,0.9634,0.9658,0.9659,0.9659,0.9697,0.8621,0.9434,0.7937
0.7,0.15,0.9659,0.8463,0.9208,0.8036,0.9634,0.9658,0.9659,0.9659,0.9697,0.8621,0.9434,0.7937
0.7,0.16,0.9659,0.8463,0.9208,0.8036,0.9634,0.9658,0.9659,0.9659,0.9697,0.8621,0.9434,0.7937
0.7,0.17,0.9659,0.8463,0.9208,0.8036,0.9634,0.9658,0.9659,0.9659,0.9697,0.8621,0.9434,0.7937
0.7,0.18,0.9659,0.8463,0.9208,0.8036,0.9634,0.9658,0.9659,0.9659,0.9697,0.8621,0.9434,0.7937
0.7,0.19,0.9659,0.8463,0.9208,0.8036,0.9634,0.9658,0.9659,0.9659,0.9697,0.8621,0.9434,0.7937
0.7,0.2,0.9659,0.8463,0.9208,0.8036,0.9634,0.9658,0.9659,0.9659,0.9697,0.8621,0.9434,0.7937
0.7,0.21,0.9659,0.8463,0.9208,0.8036,0.9634,0.9658,0.9659,0.9659,0.9697,0.8621,0.9434,0.7937
0.7,0.22,0.9659,0.8463,0.9208,0.8036,0.9634,0.9658,0.9659,0.9659,0.9697,0.8621,0.9434,0.7937
0.7,0.23,0.9659,0.8463,0.9208,0.8036,0.9634,0.9658,0.9659,0.9659,0.9697,0.8621,0.9434,0.7937
0.7,0.24,0.9678,0.8519,0.9335,0.8039,0.9651,0.9677,0.9678,0.9678,0.9716,0.8696,0.9615,0.7937
0.7,0.25,0.9659,0.8457,0.9323,0.7944,0.963,0.9657,0.9659,0.9659,0.9697,0.8596,0.9608,0.7778
0.7,0.26,0.9659,0.8457,0.9323,0.7944,0.963,0.9657,0.9659,0.9659,0.9697,0.8596,0.9608,0.7778
0.7,0.27,0.9659,0.8457,0.9323,0.7944,0.963,0.9657,0.9659,0.9659,0.9697,0.8596,0.9608,0.7778
0.7,0.28,0.9659,0.8457,0.9323,0.7944,0.963,0.9657,0.9659,0.9659,0.9697,0.8596,0.9608,0.7778
0.7,0.29,0.9659,0.8457,0.9323,0.7944,0.963,0.9657,0.9659,0.9659,0.9697,0.8596,0.9608,0.7778
0.7,0.3,0.9659,0.8457,0.9323,0.7944,0.963,0.9657,0.9659,0.9659,0.9697,0.8596,0.9608,0.7778
0.7,0.31,0.9659,0.8457,0.9323,0.7944,0.963,0.9657,0.9659,0.9659,0.9697,0.8596,0.9608,0.7778
0.7,0.32,0.9659,0.8457,0.9323,0.7944,0.963,0.9657,0.9659,0.9659,0.9697,0.8596,0.9608,0.7778
0.7,0.33,0.9659,0.8457,0.9323,0.7944,0.963,0.9657,0.9659,0.9659,0.9697,0.8596,0.9608,0.7778
0.7,0.34,0.9659,0.8457,0.9323,0.7944,0.963,0.9657,0.9659,0.9659,0.9697,0.8596,0.9608,0.7778
0.7,0.35,0.9659,0.8457,0.9323,0.7944,0.963,0.9657,0.9659,0.9659,0.9697,0.8596,0.9608,0.7778
0.7,0.36,0.9659,0.8457,0.9323,0.7944,0.963,0.9657,0.9659,0.9659,0.9697,0.8596,0.9608,0.7778
0.7,0.37,0.964,0.8337,0.9269,0.7766,0.9608,0.9634,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.7,0.38,0.964,0.8337,0.9269,0.7766,0.9608,0.9634,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.7,0.39,0.964,0.8337,0.9269,0.7766,0.9608,0.9634,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.7,0.4,0.964,0.8337,0.9269,0.7766,0.9608,0.9634,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.7,0.41,0.964,0.8337,0.9269,0.7766,0.9608,0.9634,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.7,0.42,0.964,0.8337,0.9269,0.7766,0.9608,0.9634,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.7,0.43,0.964,0.8337,0.9269,0.7766,0.9608,0.9634,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.7,0.44,0.964,0.8337,0.9269,0.7766,0.9608,0.9634,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.7,0.45,0.964,0.8337,0.9269,0.7766,0.9608,0.9634,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.7,0.46,0.964,0.8337,0.9269,0.7766,0.9608,0.9634,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.7,0.47,0.964,0.8337,0.9269,0.7766,0.9608,0.9634,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.7,0.48,0.9621,0.8252,0.9266,0.7623,0.9588,0.9616,0.9621,0.9621,0.9659,0.8393,0.9592,0.746
0.7,0.49,0.9621,0.8252,0.9266,0.7623,0.9588,0.9616,0.9621,0.9621,0.9659,0.8393,0.9592,0.746
0.7,0.5,0.9583,0.8053,0.925,0.7398,0.9538,0.9578,0.9583,0.9583,0.9621,0.8182,0.9574,0.7143
0.7,0.51,0.9583,0.8119,0.9417,0.7398,0.9536,0.9579,0.9583,0.9583,0.9602,0.8073,0.9565,0.6984
0.7,0.52,0.9583,0.8119,0.9417,0.7398,0.9536,0.9579,0.9583,0.9583,0.9602,0.8073,0.9565,0.6984
0.7,0.53,0.9583,0.8119,0.9417,0.7398,0.9536,0.9579,0.9583,0.9583,0.9602,0.8073,0.9565,0.6984
0.7,0.54,0.9583,0.8119,0.9417,0.7398,0.9536,0.9579,0.9583,0.9583,0.9602,0.8073,0.9565,0.6984
0.7,0.55,0.9583,0.8119,0.9417,0.7398,0.9536,0.9579,0.9583,0.9583,0.9602,0.8073,0.9565,0.6984
0.7,0.56,0.9583,0.8119,0.9417,0.7398,0.9536,0.9579,0.9583,0.9583,0.9602,0.8073,0.9565,0.6984
0.7,0.57,0.9583,0.8119,0.9417,0.7398,0.9536,0.9579,0.9583,0.9583,0.9602,0.8073,0.9565,0.6984
0.7,0.58,0.9583,0.8119,0.9417,0.7398,0.9536,0.9579,0.9583,0.9583,0.9602,0.8073,0.9565,0.6984
0.7,0.59,0.9583,0.8119,0.9417,0.7398,0.9536,0.9579,0.9583,0.9583,0.9602,0.8073,0.9565,0.6984
0.7,0.6,0.9583,0.8119,0.9417,0.7398,0.9536,0.9579,0.9583,0.9583,0.9602,0.8073,0.9565,0.6984
0.7,0.61,0.9583,0.8119,0.9417,0.7398,0.9536,0.9579,0.9583,0.9583,0.9602,0.8073,0.9565,0.6984
0.7,0.62,0.9583,0.8119,0.9417,0.7398,0.9536,0.9579,0.9583,0.9583,0.9602,0.8073,0.9565,0.6984
0.7,0.63,0.9545,0.7918,0.9411,0.7112,0.9491,0.9544,0.9545,0.9545,0.9564,0.785,0.9545,0.6667
0.7,0.64,0.9545,0.7918,0.9411,0.7112,0.9491,0.9544,0.9545,0.9545,0.9564,0.785,0.9545,0.6667
0.7,0.65,0.9545,0.7918,0.9411,0.7112,0.9491,0.9544,0.9545,0.9545,0.9564,0.785,0.9545,0.6667
0.7,0.66,0.9545,0.7918,0.9411,0.7112,0.9491,0.9544,0.9545,0.9545,0.9564,0.785,0.9545,0.6667
0.7,0.67,0.9545,0.7918,0.9411,0.7112,0.9491,0.9544,0.9545,0.9545,0.9564,0.785,0.9545,0.6667
0.7,0.68,0.9545,0.7918,0.9411,0.7112,0.9491,0.9544,0.9545,0.9545,0.9564,0.785,0.9545,0.6667
0.7,0.69,0.9545,0.7918,0.9411,0.7112,0.9491,0.9544,0.9545,0.9545,0.9564,0.785,0.9545,0.6667
0.7,0.7,0.9545,0.7918,0.9411,0.7112,0.9491,0.9544,0.9545,0.9545,0.9564,0.785,0.9545,0.6667
0.71,0.0,0.9545,0.7918,0.9411,0.7112,0.9491,0.9544,0.9545,0.9545,0.9564,0.785,0.9545,0.6667
0.71,0.01,0.9223,0.7598,0.712,0.8536,0.9303,0.9444,0.9223,0.9223,0.9261,0.7347,0.6429,0.8571
0.71,0.02,0.947,0.8069,0.7851,0.8575,0.9494,0.955,0.947,0.947,0.9508,0.806,0.7606,0.8571
0.71,0.03,0.9583,0.8339,0.8363,0.8594,0.9585,0.9621,0.9583,0.9583,0.9621,0.8438,0.8308,0.8571
0.71,0.04,0.9602,0.8346,0.8531,0.847,0.9593,0.9624,0.9602,0.9602,0.964,0.848,0.8548,0.8413
0.71,0.05,0.9621,0.84,0.877,0.8473,0.9611,0.9659,0.9621,0.9621,0.9659,0.8548,0.8689,0.8413
0.71,0.06,0.964,0.8456,0.8843,0.8476,0.9626,0.9667,0.964,0.964,0.9678,0.8618,0.8833,0.8413
0.71,0.07,0.9659,0.8518,0.893,0.8479,0.9642,0.9677,0.9659,0.9659,0.9697,0.8689,0.8983,0.8413
0.71,0.08,0.9659,0.851,0.9046,0.8304,0.9641,0.9672,0.9659,0.9659,0.9697,0.8667,0.9123,0.8254
0.71,0.09,0.9659,0.851,0.9046,0.8304,0.9641,0.9672,0.9659,0.9659,0.9697,0.8667,0.9123,0.8254
0.71,0.1,0.964,0.8406,0.8996,0.8125,0.9621,0.9648,0.964,0.964,0.9678,0.8571,0.9107,0.8095
0.71,0.11,0.964,0.8412,0.9104,0.8033,0.9617,0.9642,0.964,0.964,0.9678,0.8547,0.9259,0.7937
0.71,0.12,0.964,0.8412,0.9104,0.8033,0.9617,0.9642,0.964,0.964,0.9678,0.8547,0.9259,0.7937
0.71,0.13,0.9659,0.8463,0.9208,0.8036,0.9634,0.9658,0.9659,0.9659,0.9697,0.8621,0.9434,0.7937
0.71,0.14,0.9659,0.8463,0.9208,0.8036,0.9634,0.9658,0.9659,0.9659,0.9697,0.8621,0.9434,0.7937
0.71,0.15,0.9659,0.8463,0.9208,0.8036,0.9634,0.9658,0.9659,0.9659,0.9697,0.8621,0.9434,0.7937
0.71,0.16,0.9659,0.8463,0.9208,0.8036,0.9634,0.9658,0.9659,0.9659,0.9697,0.8621,0.9434,0.7937
0.71,0.17,0.9659,0.8463,0.9208,0.8036,0.9634,0.9658,0.9659,0.9659,0.9697,0.8621,0.9434,0.7937
0.71,0.18,0.9659,0.8463,0.9208,0.8036,0.9634,0.9658,0.9659,0.9659,0.9697,0.8621,0.9434,0.7937
0.71,0.19,0.9659,0.8463,0.9208,0.8036,0.9634,0.9658,0.9659,0.9659,0.9697,0.8621,0.9434,0.7937
0.71,0.2,0.9659,0.8463,0.9208,0.8036,0.9634,0.9658,0.9659,0.9659,0.9697,0.8621,0.9434,0.7937
0.71,0.21,0.9659,0.8463,0.9208,0.8036,0.9634,0.9658,0.9659,0.9659,0.9697,0.8621,0.9434,0.7937
0.71,0.22,0.9659,0.8463,0.9208,0.8036,0.9634,0.9658,0.9659,0.9659,0.9697,0.8621,0.9434,0.7937
0.71,0.23,0.9659,0.8463,0.9208,0.8036,0.9634,0.9658,0.9659,0.9659,0.9697,0.8621,0.9434,0.7937
0.71,0.24,0.9678,0.8519,0.9335,0.8039,0.9651,0.9677,0.9678,0.9678,0.9716,0.8696,0.9615,0.7937
0.71,0.25,0.9659,0.8457,0.9323,0.7944,0.963,0.9657,0.9659,0.9659,0.9697,0.8596,0.9608,0.7778
0.71,0.26,0.9659,0.8457,0.9323,0.7944,0.963,0.9657,0.9659,0.9659,0.9697,0.8596,0.9608,0.7778
0.71,0.27,0.9659,0.8457,0.9323,0.7944,0.963,0.9657,0.9659,0.9659,0.9697,0.8596,0.9608,0.7778
0.71,0.28,0.9659,0.8457,0.9323,0.7944,0.963,0.9657,0.9659,0.9659,0.9697,0.8596,0.9608,0.7778
0.71,0.29,0.9659,0.8457,0.9323,0.7944,0.963,0.9657,0.9659,0.9659,0.9697,0.8596,0.9608,0.7778
0.71,0.3,0.9659,0.8457,0.9323,0.7944,0.963,0.9657,0.9659,0.9659,0.9697,0.8596,0.9608,0.7778
0.71,0.31,0.9659,0.8457,0.9323,0.7944,0.963,0.9657,0.9659,0.9659,0.9697,0.8596,0.9608,0.7778
0.71,0.32,0.9659,0.8457,0.9323,0.7944,0.963,0.9657,0.9659,0.9659,0.9697,0.8596,0.9608,0.7778
0.71,0.33,0.9659,0.8457,0.9323,0.7944,0.963,0.9657,0.9659,0.9659,0.9697,0.8596,0.9608,0.7778
0.71,0.34,0.9659,0.8457,0.9323,0.7944,0.963,0.9657,0.9659,0.9659,0.9697,0.8596,0.9608,0.7778
0.71,0.35,0.9659,0.8457,0.9323,0.7944,0.963,0.9657,0.9659,0.9659,0.9697,0.8596,0.9608,0.7778
0.71,0.36,0.9659,0.8457,0.9323,0.7944,0.963,0.9657,0.9659,0.9659,0.9697,0.8596,0.9608,0.7778
0.71,0.37,0.964,0.8337,0.9269,0.7766,0.9608,0.9634,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.71,0.38,0.964,0.8337,0.9269,0.7766,0.9608,0.9634,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.71,0.39,0.964,0.8337,0.9269,0.7766,0.9608,0.9634,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.71,0.4,0.964,0.8337,0.9269,0.7766,0.9608,0.9634,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.71,0.41,0.964,0.8337,0.9269,0.7766,0.9608,0.9634,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.71,0.42,0.964,0.8337,0.9269,0.7766,0.9608,0.9634,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.71,0.43,0.964,0.8337,0.9269,0.7766,0.9608,0.9634,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.71,0.44,0.964,0.8337,0.9269,0.7766,0.9608,0.9634,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.71,0.45,0.964,0.8337,0.9269,0.7766,0.9608,0.9634,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.71,0.46,0.964,0.8337,0.9269,0.7766,0.9608,0.9634,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.71,0.47,0.964,0.8337,0.9269,0.7766,0.9608,0.9634,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.71,0.48,0.9621,0.8252,0.9266,0.7623,0.9588,0.9616,0.9621,0.9621,0.9659,0.8393,0.9592,0.746
0.71,0.49,0.9621,0.8252,0.9266,0.7623,0.9588,0.9616,0.9621,0.9621,0.9659,0.8393,0.9592,0.746
0.71,0.5,0.9583,0.8053,0.925,0.7398,0.9538,0.9578,0.9583,0.9583,0.9621,0.8182,0.9574,0.7143
0.71,0.51,0.9583,0.8119,0.9417,0.7398,0.9536,0.9579,0.9583,0.9583,0.9602,0.8073,0.9565,0.6984
0.71,0.52,0.9583,0.8119,0.9417,0.7398,0.9536,0.9579,0.9583,0.9583,0.9602,0.8073,0.9565,0.6984
0.71,0.53,0.9583,0.8119,0.9417,0.7398,0.9536,0.9579,0.9583,0.9583,0.9602,0.8073,0.9565,0.6984
0.71,0.54,0.9583,0.8119,0.9417,0.7398,0.9536,0.9579,0.9583,0.9583,0.9602,0.8073,0.9565,0.6984
0.71,0.55,0.9583,0.8119,0.9417,0.7398,0.9536,0.9579,0.9583,0.9583,0.9602,0.8073,0.9565,0.6984
0.71,0.56,0.9583,0.8119,0.9417,0.7398,0.9536,0.9579,0.9583,0.9583,0.9602,0.8073,0.9565,0.6984
0.71,0.57,0.9583,0.8119,0.9417,0.7398,0.9536,0.9579,0.9583,0.9583,0.9602,0.8073,0.9565,0.6984
0.71,0.58,0.9583,0.8119,0.9417,0.7398,0.9536,0.9579,0.9583,0.9583,0.9602,0.8073,0.9565,0.6984
0.71,0.59,0.9583,0.8119,0.9417,0.7398,0.9536,0.9579,0.9583,0.9583,0.9602,0.8073,0.9565,0.6984
0.71,0.6,0.9583,0.8119,0.9417,0.7398,0.9536,0.9579,0.9583,0.9583,0.9602,0.8073,0.9565,0.6984
0.71,0.61,0.9583,0.8119,0.9417,0.7398,0.9536,0.9579,0.9583,0.9583,0.9602,0.8073,0.9565,0.6984
0.71,0.62,0.9583,0.8119,0.9417,0.7398,0.9536,0.9579,0.9583,0.9583,0.9602,0.8073,0.9565,0.6984
0.71,0.63,0.9545,0.7918,0.9411,0.7112,0.9491,0.9544,0.9545,0.9545,0.9564,0.785,0.9545,0.6667
0.71,0.64,0.9545,0.7918,0.9411,0.7112,0.9491,0.9544,0.9545,0.9545,0.9564,0.785,0.9545,0.6667
0.71,0.65,0.9545,0.7918,0.9411,0.7112,0.9491,0.9544,0.9545,0.9545,0.9564,0.785,0.9545,0.6667
0.71,0.66,0.9545,0.7918,0.9411,0.7112,0.9491,0.9544,0.9545,0.9545,0.9564,0.785,0.9545,0.6667
0.71,0.67,0.9545,0.7918,0.9411,0.7112,0.9491,0.9544,0.9545,0.9545,0.9564,0.785,0.9545,0.6667
0.71,0.68,0.9545,0.7918,0.9411,0.7112,0.9491,0.9544,0.9545,0.9545,0.9564,0.785,0.9545,0.6667
0.71,0.69,0.9545,0.7918,0.9411,0.7112,0.9491,0.9544,0.9545,0.9545,0.9564,0.785,0.9545,0.6667
0.71,0.7,0.9545,0.7918,0.9411,0.7112,0.9491,0.9544,0.9545,0.9545,0.9564,0.785,0.9545,0.6667
0.71,0.71,0.9545,0.7918,0.9411,0.7112,0.9491,0.9544,0.9545,0.9545,0.9564,0.785,0.9545,0.6667
0.72,0.0,0.9545,0.7918,0.9411,0.7112,0.9491,0.9544,0.9545,0.9545,0.9564,0.785,0.9545,0.6667
0.72,0.01,0.9223,0.7598,0.712,0.8536,0.9303,0.9444,0.9223,0.9223,0.9261,0.7347,0.6429,0.8571
0.72,0.02,0.947,0.8069,0.7851,0.8575,0.9494,0.955,0.947,0.947,0.9508,0.806,0.7606,0.8571
0.72,0.03,0.9583,0.8339,0.8363,0.8594,0.9585,0.9621,0.9583,0.9583,0.9621,0.8438,0.8308,0.8571
0.72,0.04,0.9602,0.8346,0.8531,0.847,0.9593,0.9624,0.9602,0.9602,0.964,0.848,0.8548,0.8413
0.72,0.05,0.9621,0.84,0.877,0.8473,0.9611,0.9659,0.9621,0.9621,0.9659,0.8548,0.8689,0.8413
0.72,0.06,0.964,0.8456,0.8843,0.8476,0.9626,0.9667,0.964,0.964,0.9678,0.8618,0.8833,0.8413
0.72,0.07,0.9659,0.8518,0.893,0.8479,0.9642,0.9677,0.9659,0.9659,0.9697,0.8689,0.8983,0.8413
0.72,0.08,0.9659,0.851,0.9046,0.8304,0.9641,0.9672,0.9659,0.9659,0.9697,0.8667,0.9123,0.8254
0.72,0.09,0.9659,0.851,0.9046,0.8304,0.9641,0.9672,0.9659,0.9659,0.9697,0.8667,0.9123,0.8254
0.72,0.1,0.964,0.8406,0.8996,0.8125,0.9621,0.9648,0.964,0.964,0.9678,0.8571,0.9107,0.8095
0.72,0.11,0.964,0.8412,0.9104,0.8033,0.9617,0.9642,0.964,0.964,0.9678,0.8547,0.9259,0.7937
0.72,0.12,0.964,0.8412,0.9104,0.8033,0.9617,0.9642,0.964,0.964,0.9678,0.8547,0.9259,0.7937
0.72,0.13,0.9659,0.8463,0.9208,0.8036,0.9634,0.9658,0.9659,0.9659,0.9697,0.8621,0.9434,0.7937
0.72,0.14,0.9659,0.8463,0.9208,0.8036,0.9634,0.9658,0.9659,0.9659,0.9697,0.8621,0.9434,0.7937
0.72,0.15,0.9659,0.8463,0.9208,0.8036,0.9634,0.9658,0.9659,0.9659,0.9697,0.8621,0.9434,0.7937
0.72,0.16,0.9659,0.8463,0.9208,0.8036,0.9634,0.9658,0.9659,0.9659,0.9697,0.8621,0.9434,0.7937
0.72,0.17,0.9659,0.8463,0.9208,0.8036,0.9634,0.9658,0.9659,0.9659,0.9697,0.8621,0.9434,0.7937
0.72,0.18,0.9659,0.8463,0.9208,0.8036,0.9634,0.9658,0.9659,0.9659,0.9697,0.8621,0.9434,0.7937
0.72,0.19,0.9659,0.8463,0.9208,0.8036,0.9634,0.9658,0.9659,0.9659,0.9697,0.8621,0.9434,0.7937
0.72,0.2,0.9659,0.8463,0.9208,0.8036,0.9634,0.9658,0.9659,0.9659,0.9697,0.8621,0.9434,0.7937
0.72,0.21,0.9659,0.8463,0.9208,0.8036,0.9634,0.9658,0.9659,0.9659,0.9697,0.8621,0.9434,0.7937
0.72,0.22,0.9659,0.8463,0.9208,0.8036,0.9634,0.9658,0.9659,0.9659,0.9697,0.8621,0.9434,0.7937
0.72,0.23,0.9659,0.8463,0.9208,0.8036,0.9634,0.9658,0.9659,0.9659,0.9697,0.8621,0.9434,0.7937
0.72,0.24,0.9678,0.8519,0.9335,0.8039,0.9651,0.9677,0.9678,0.9678,0.9716,0.8696,0.9615,0.7937
0.72,0.25,0.9659,0.8457,0.9323,0.7944,0.963,0.9657,0.9659,0.9659,0.9697,0.8596,0.9608,0.7778
0.72,0.26,0.9659,0.8457,0.9323,0.7944,0.963,0.9657,0.9659,0.9659,0.9697,0.8596,0.9608,0.7778
0.72,0.27,0.9659,0.8457,0.9323,0.7944,0.963,0.9657,0.9659,0.9659,0.9697,0.8596,0.9608,0.7778
0.72,0.28,0.9659,0.8457,0.9323,0.7944,0.963,0.9657,0.9659,0.9659,0.9697,0.8596,0.9608,0.7778
0.72,0.29,0.9659,0.8457,0.9323,0.7944,0.963,0.9657,0.9659,0.9659,0.9697,0.8596,0.9608,0.7778
0.72,0.3,0.9659,0.8457,0.9323,0.7944,0.963,0.9657,0.9659,0.9659,0.9697,0.8596,0.9608,0.7778
0.72,0.31,0.9659,0.8457,0.9323,0.7944,0.963,0.9657,0.9659,0.9659,0.9697,0.8596,0.9608,0.7778
0.72,0.32,0.9659,0.8457,0.9323,0.7944,0.963,0.9657,0.9659,0.9659,0.9697,0.8596,0.9608,0.7778
0.72,0.33,0.9659,0.8457,0.9323,0.7944,0.963,0.9657,0.9659,0.9659,0.9697,0.8596,0.9608,0.7778
0.72,0.34,0.9659,0.8457,0.9323,0.7944,0.963,0.9657,0.9659,0.9659,0.9697,0.8596,0.9608,0.7778
0.72,0.35,0.9659,0.8457,0.9323,0.7944,0.963,0.9657,0.9659,0.9659,0.9697,0.8596,0.9608,0.7778
0.72,0.36,0.9659,0.8457,0.9323,0.7944,0.963,0.9657,0.9659,0.9659,0.9697,0.8596,0.9608,0.7778
0.72,0.37,0.964,0.8337,0.9269,0.7766,0.9608,0.9634,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.72,0.38,0.964,0.8337,0.9269,0.7766,0.9608,0.9634,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.72,0.39,0.964,0.8337,0.9269,0.7766,0.9608,0.9634,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.72,0.4,0.964,0.8337,0.9269,0.7766,0.9608,0.9634,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.72,0.41,0.964,0.8337,0.9269,0.7766,0.9608,0.9634,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.72,0.42,0.964,0.8337,0.9269,0.7766,0.9608,0.9634,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.72,0.43,0.964,0.8337,0.9269,0.7766,0.9608,0.9634,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.72,0.44,0.964,0.8337,0.9269,0.7766,0.9608,0.9634,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.72,0.45,0.964,0.8337,0.9269,0.7766,0.9608,0.9634,0.964,0.964,0.9678,0.8496,0.96,0.7619
0.72,0.46,0.964,0.8337,0.9269,0.7766,0.9608,0.9634,0.964,0.964,0.9678,0.8496,0.96,0.7619
