tau_1,tau_2,patch_acc_multi,patch_f1_macro,patch_pre_macro,patch_rec_macro,patch_f1_weighted,patch_pre_weighted,patch_rec_weighted,patch_f1_micro,patch_acc_bin,patch_f1_bin,patch_pre_bin,patch_rec_bin
0.19,0.12,0.9803,0.8567,0.84,0.8757,0.9807,0.9813,0.9803,0.9803,0.9837,0.8778,0.8472,0.9108
0.19,0.13,0.9806,0.8573,0.842,0.8748,0.9809,0.9814,0.9806,0.9806,0.984,0.8793,0.8517,0.9087
0.19,0.14,0.9809,0.8592,0.8456,0.8749,0.9811,0.9816,0.9809,0.9809,0.9841,0.8799,0.8547,0.9067
0.19,0.15,0.981,0.8598,0.8479,0.8734,0.9812,0.9816,0.981,0.981,0.9842,0.8806,0.8577,0.9047
0.19,0.16,0.9809,0.8589,0.8476,0.8718,0.9811,0.9815,0.9809,0.9809,0.9841,0.8794,0.8574,0.9026
0.19,0.17,0.9809,0.8586,0.8487,0.8698,0.9811,0.9814,0.9809,0.9809,0.9841,0.879,0.8602,0.8986
0.19,0.18,0.9806,0.8569,0.8481,0.8667,0.9808,0.9811,0.9806,0.9806,0.9839,0.8767,0.8596,0.8945
0.19,0.19,0.981,0.859,0.8523,0.8668,0.9811,0.9814,0.981,0.981,0.9842,0.8794,0.8647,0.8945
0.2,0.0,0.9801,0.8485,0.8791,0.8215,0.9796,0.9795,0.9801,0.9801,0.9831,0.8629,0.8989,0.8296
0.2,0.01,0.9552,0.7817,0.7096,0.8968,0.9607,0.9718,0.9552,0.9552,0.9594,0.7528,0.6177,0.9635
0.2,0.02,0.9669,0.8117,0.7522,0.8942,0.9697,0.9752,0.9669,0.9669,0.971,0.8079,0.7021,0.9513
0.2,0.03,0.9727,0.8359,0.7885,0.8981,0.9744,0.9779,0.9727,0.9727,0.9762,0.8359,0.7492,0.9452
0.2,0.04,0.9746,0.8407,0.798,0.8944,0.976,0.9786,0.9746,0.9746,0.9781,0.8464,0.7704,0.9391
0.2,0.05,0.976,0.8454,0.8068,0.8929,0.9772,0.9794,0.976,0.976,0.9796,0.8548,0.7857,0.9371
0.2,0.06,0.9771,0.8476,0.8149,0.8872,0.978,0.9798,0.9771,0.9771,0.9806,0.8604,0.7997,0.931
0.2,0.07,0.9784,0.8524,0.823,0.8874,0.9792,0.9806,0.9784,0.9784,0.9819,0.8685,0.8138,0.931
0.2,0.08,0.9785,0.8512,0.8252,0.882,0.9792,0.9805,0.9785,0.9785,0.982,0.8686,0.8187,0.9249
0.2,0.09,0.979,0.8512,0.8273,0.8787,0.9796,0.9806,0.979,0.979,0.9826,0.8712,0.8282,0.9189
0.2,0.1,0.9796,0.8529,0.8309,0.8778,0.9801,0.9809,0.9796,0.9796,0.9831,0.8743,0.8355,0.9168
0.2,0.11,0.9801,0.8549,0.8371,0.8751,0.9805,0.9811,0.9801,0.9801,0.9836,0.8772,0.8443,0.9128
0.2,0.12,0.9803,0.8567,0.84,0.8757,0.9807,0.9813,0.9803,0.9803,0.9837,0.8778,0.8472,0.9108
0.2,0.13,0.9806,0.8573,0.842,0.8748,0.9809,0.9814,0.9806,0.9806,0.984,0.8793,0.8517,0.9087
0.2,0.14,0.9809,0.8592,0.8456,0.8749,0.9811,0.9816,0.9809,0.9809,0.9841,0.8799,0.8547,0.9067
0.2,0.15,0.981,0.8598,0.8479,0.8734,0.9812,0.9816,0.981,0.981,0.9842,0.8806,0.8577,0.9047
0.2,0.16,0.9809,0.8589,0.8476,0.8718,0.9811,0.9815,0.9809,0.9809,0.9841,0.8794,0.8574,0.9026
0.2,0.17,0.9809,0.8586,0.8487,0.8698,0.9811,0.9814,0.9809,0.9809,0.9841,0.879,0.8602,0.8986
0.2,0.18,0.9806,0.8569,0.8481,0.8667,0.9808,0.9811,0.9806,0.9806,0.9839,0.8767,0.8596,0.8945
0.2,0.19,0.981,0.859,0.8523,0.8668,0.9811,0.9814,0.981,0.981,0.9842,0.8794,0.8647,0.8945
0.2,0.2,0.9809,0.8583,0.8526,0.8648,0.981,0.9812,0.9809,0.9809,0.9841,0.878,0.8659,0.8905
0.21,0.0,0.9801,0.8485,0.8791,0.8215,0.9796,0.9795,0.9801,0.9801,0.9831,0.8629,0.8989,0.8296
0.21,0.01,0.9552,0.7817,0.7096,0.8968,0.9607,0.9718,0.9552,0.9552,0.9594,0.7528,0.6177,0.9635
0.21,0.02,0.9669,0.8117,0.7522,0.8942,0.9697,0.9752,0.9669,0.9669,0.971,0.8079,0.7021,0.9513
0.21,0.03,0.9727,0.8359,0.7885,0.8981,0.9744,0.9779,0.9727,0.9727,0.9762,0.8359,0.7492,0.9452
0.21,0.04,0.9746,0.8407,0.798,0.8944,0.976,0.9786,0.9746,0.9746,0.9781,0.8464,0.7704,0.9391
0.21,0.05,0.976,0.8454,0.8068,0.8929,0.9772,0.9794,0.976,0.976,0.9796,0.8548,0.7857,0.9371
0.21,0.06,0.9771,0.8476,0.8149,0.8872,0.978,0.9798,0.9771,0.9771,0.9806,0.8604,0.7997,0.931
0.21,0.07,0.9784,0.8524,0.823,0.8874,0.9792,0.9806,0.9784,0.9784,0.9819,0.8685,0.8138,0.931
0.21,0.08,0.9785,0.8512,0.8252,0.882,0.9792,0.9805,0.9785,0.9785,0.982,0.8686,0.8187,0.9249
0.21,0.09,0.979,0.8512,0.8273,0.8787,0.9796,0.9806,0.979,0.979,0.9826,0.8712,0.8282,0.9189
0.21,0.1,0.9796,0.8529,0.8309,0.8778,0.9801,0.9809,0.9796,0.9796,0.9831,0.8743,0.8355,0.9168
0.21,0.11,0.9801,0.8549,0.8371,0.8751,0.9805,0.9811,0.9801,0.9801,0.9836,0.8772,0.8443,0.9128
0.21,0.12,0.9803,0.8567,0.84,0.8757,0.9807,0.9813,0.9803,0.9803,0.9837,0.8778,0.8472,0.9108
0.21,0.13,0.9806,0.8573,0.842,0.8748,0.9809,0.9814,0.9806,0.9806,0.984,0.8793,0.8517,0.9087
0.21,0.14,0.9809,0.8592,0.8456,0.8749,0.9811,0.9816,0.9809,0.9809,0.9841,0.8799,0.8547,0.9067
0.21,0.15,0.981,0.8598,0.8479,0.8734,0.9812,0.9816,0.981,0.981,0.9842,0.8806,0.8577,0.9047
0.21,0.16,0.9809,0.8589,0.8476,0.8718,0.9811,0.9815,0.9809,0.9809,0.9841,0.8794,0.8574,0.9026
0.21,0.17,0.9809,0.8586,0.8487,0.8698,0.9811,0.9814,0.9809,0.9809,0.9841,0.879,0.8602,0.8986
0.21,0.18,0.9806,0.8569,0.8481,0.8667,0.9808,0.9811,0.9806,0.9806,0.9839,0.8767,0.8596,0.8945
0.21,0.19,0.981,0.859,0.8523,0.8668,0.9811,0.9814,0.981,0.981,0.9842,0.8794,0.8647,0.8945
0.21,0.2,0.9809,0.8583,0.8526,0.8648,0.981,0.9812,0.9809,0.9809,0.9841,0.878,0.8659,0.8905
0.21,0.21,0.9812,0.8603,0.8565,0.8649,0.9813,0.9815,0.9812,0.9812,0.9845,0.8806,0.871,0.8905
0.22,0.0,0.9801,0.8485,0.8791,0.8215,0.9796,0.9795,0.9801,0.9801,0.9831,0.8629,0.8989,0.8296
0.22,0.01,0.9552,0.7817,0.7096,0.8968,0.9607,0.9718,0.9552,0.9552,0.9594,0.7528,0.6177,0.9635
0.22,0.02,0.9669,0.8117,0.7522,0.8942,0.9697,0.9752,0.9669,0.9669,0.971,0.8079,0.7021,0.9513
0.22,0.03,0.9727,0.8359,0.7885,0.8981,0.9744,0.9779,0.9727,0.9727,0.9762,0.8359,0.7492,0.9452
0.22,0.04,0.9746,0.8407,0.798,0.8944,0.976,0.9786,0.9746,0.9746,0.9781,0.8464,0.7704,0.9391
0.22,0.05,0.976,0.8454,0.8068,0.8929,0.9772,0.9794,0.976,0.976,0.9796,0.8548,0.7857,0.9371
0.22,0.06,0.9771,0.8476,0.8149,0.8872,0.978,0.9798,0.9771,0.9771,0.9806,0.8604,0.7997,0.931
0.22,0.07,0.9784,0.8524,0.823,0.8874,0.9792,0.9806,0.9784,0.9784,0.9819,0.8685,0.8138,0.931
0.22,0.08,0.9785,0.8512,0.8252,0.882,0.9792,0.9805,0.9785,0.9785,0.982,0.8686,0.8187,0.9249
0.22,0.09,0.979,0.8512,0.8273,0.8787,0.9796,0.9806,0.979,0.979,0.9826,0.8712,0.8282,0.9189
0.22,0.1,0.9796,0.8529,0.8309,0.8778,0.9801,0.9809,0.9796,0.9796,0.9831,0.8743,0.8355,0.9168
0.22,0.11,0.9801,0.8549,0.8371,0.8751,0.9805,0.9811,0.9801,0.9801,0.9836,0.8772,0.8443,0.9128
0.22,0.12,0.9803,0.8567,0.84,0.8757,0.9807,0.9813,0.9803,0.9803,0.9837,0.8778,0.8472,0.9108
0.22,0.13,0.9806,0.8573,0.842,0.8748,0.9809,0.9814,0.9806,0.9806,0.984,0.8793,0.8517,0.9087
0.22,0.14,0.9809,0.8592,0.8456,0.8749,0.9811,0.9816,0.9809,0.9809,0.9841,0.8799,0.8547,0.9067
0.22,0.15,0.981,0.8598,0.8479,0.8734,0.9812,0.9816,0.981,0.981,0.9842,0.8806,0.8577,0.9047
0.22,0.16,0.9809,0.8589,0.8476,0.8718,0.9811,0.9815,0.9809,0.9809,0.9841,0.8794,0.8574,0.9026
0.22,0.17,0.9809,0.8586,0.8487,0.8698,0.9811,0.9814,0.9809,0.9809,0.9841,0.879,0.8602,0.8986
0.22,0.18,0.9806,0.8569,0.8481,0.8667,0.9808,0.9811,0.9806,0.9806,0.9839,0.8767,0.8596,0.8945
0.22,0.19,0.981,0.859,0.8523,0.8668,0.9811,0.9814,0.981,0.981,0.9842,0.8794,0.8647,0.8945
0.22,0.2,0.9809,0.8583,0.8526,0.8648,0.981,0.9812,0.9809,0.9809,0.9841,0.878,0.8659,0.8905
0.22,0.21,0.9812,0.8603,0.8565,0.8649,0.9813,0.9815,0.9812,0.9812,0.9845,0.8806,0.871,0.8905
0.22,0.22,0.9812,0.8599,0.857,0.8634,0.9813,0.9814,0.9812,0.9812,0.9845,0.8804,0.8725,0.8884
0.23,0.0,0.9801,0.8485,0.8791,0.8215,0.9796,0.9795,0.9801,0.9801,0.9831,0.8629,0.8989,0.8296
0.23,0.01,0.9552,0.7817,0.7096,0.8968,0.9607,0.9718,0.9552,0.9552,0.9594,0.7528,0.6177,0.9635
0.23,0.02,0.9669,0.8117,0.7522,0.8942,0.9697,0.9752,0.9669,0.9669,0.971,0.8079,0.7021,0.9513
0.23,0.03,0.9727,0.8359,0.7885,0.8981,0.9744,0.9779,0.9727,0.9727,0.9762,0.8359,0.7492,0.9452
0.23,0.04,0.9746,0.8407,0.798,0.8944,0.976,0.9786,0.9746,0.9746,0.9781,0.8464,0.7704,0.9391
0.23,0.05,0.976,0.8454,0.8068,0.8929,0.9772,0.9794,0.976,0.976,0.9796,0.8548,0.7857,0.9371
0.23,0.06,0.9771,0.8476,0.8149,0.8872,0.978,0.9798,0.9771,0.9771,0.9806,0.8604,0.7997,0.931
0.23,0.07,0.9784,0.8524,0.823,0.8874,0.9792,0.9806,0.9784,0.9784,0.9819,0.8685,0.8138,0.931
0.23,0.08,0.9785,0.8512,0.8252,0.882,0.9792,0.9805,0.9785,0.9785,0.982,0.8686,0.8187,0.9249
0.23,0.09,0.979,0.8512,0.8273,0.8787,0.9796,0.9806,0.979,0.979,0.9826,0.8712,0.8282,0.9189
0.23,0.1,0.9796,0.8529,0.8309,0.8778,0.9801,0.9809,0.9796,0.9796,0.9831,0.8743,0.8355,0.9168
0.23,0.11,0.9801,0.8549,0.8371,0.8751,0.9805,0.9811,0.9801,0.9801,0.9836,0.8772,0.8443,0.9128
0.23,0.12,0.9803,0.8567,0.84,0.8757,0.9807,0.9813,0.9803,0.9803,0.9837,0.8778,0.8472,0.9108
0.23,0.13,0.9806,0.8573,0.842,0.8748,0.9809,0.9814,0.9806,0.9806,0.984,0.8793,0.8517,0.9087
0.23,0.14,0.9809,0.8592,0.8456,0.8749,0.9811,0.9816,0.9809,0.9809,0.9841,0.8799,0.8547,0.9067
0.23,0.15,0.981,0.8598,0.8479,0.8734,0.9812,0.9816,0.981,0.981,0.9842,0.8806,0.8577,0.9047
0.23,0.16,0.9809,0.8589,0.8476,0.8718,0.9811,0.9815,0.9809,0.9809,0.9841,0.8794,0.8574,0.9026
0.23,0.17,0.9809,0.8586,0.8487,0.8698,0.9811,0.9814,0.9809,0.9809,0.9841,0.879,0.8602,0.8986
0.23,0.18,0.9806,0.8569,0.8481,0.8667,0.9808,0.9811,0.9806,0.9806,0.9839,0.8767,0.8596,0.8945
0.23,0.19,0.981,0.859,0.8523,0.8668,0.9811,0.9814,0.981,0.981,0.9842,0.8794,0.8647,0.8945
0.23,0.2,0.9809,0.8583,0.8526,0.8648,0.981,0.9812,0.9809,0.9809,0.9841,0.878,0.8659,0.8905
0.23,0.21,0.9812,0.8603,0.8565,0.8649,0.9813,0.9815,0.9812,0.9812,0.9845,0.8806,0.871,0.8905
0.23,0.22,0.9812,0.8599,0.857,0.8634,0.9813,0.9814,0.9812,0.9812,0.9845,0.8804,0.8725,0.8884
0.23,0.23,0.9811,0.8588,0.8567,0.8615,0.9812,0.9813,0.9811,0.9811,0.9844,0.8793,0.8723,0.8864
0.24,0.0,0.9801,0.8485,0.8791,0.8215,0.9796,0.9795,0.9801,0.9801,0.9831,0.8629,0.8989,0.8296
0.24,0.01,0.9552,0.7817,0.7096,0.8968,0.9607,0.9718,0.9552,0.9552,0.9594,0.7528,0.6177,0.9635
0.24,0.02,0.9669,0.8117,0.7522,0.8942,0.9697,0.9752,0.9669,0.9669,0.971,0.8079,0.7021,0.9513
0.24,0.03,0.9727,0.8359,0.7885,0.8981,0.9744,0.9779,0.9727,0.9727,0.9762,0.8359,0.7492,0.9452
0.24,0.04,0.9746,0.8407,0.798,0.8944,0.976,0.9786,0.9746,0.9746,0.9781,0.8464,0.7704,0.9391
0.24,0.05,0.976,0.8454,0.8068,0.8929,0.9772,0.9794,0.976,0.976,0.9796,0.8548,0.7857,0.9371
0.24,0.06,0.9771,0.8476,0.8149,0.8872,0.978,0.9798,0.9771,0.9771,0.9806,0.8604,0.7997,0.931
0.24,0.07,0.9784,0.8524,0.823,0.8874,0.9792,0.9806,0.9784,0.9784,0.9819,0.8685,0.8138,0.931
0.24,0.08,0.9785,0.8512,0.8252,0.882,0.9792,0.9805,0.9785,0.9785,0.982,0.8686,0.8187,0.9249
0.24,0.09,0.979,0.8512,0.8273,0.8787,0.9796,0.9806,0.979,0.979,0.9826,0.8712,0.8282,0.9189
0.24,0.1,0.9796,0.8529,0.8309,0.8778,0.9801,0.9809,0.9796,0.9796,0.9831,0.8743,0.8355,0.9168
0.24,0.11,0.9801,0.8549,0.8371,0.8751,0.9805,0.9811,0.9801,0.9801,0.9836,0.8772,0.8443,0.9128
0.24,0.12,0.9803,0.8567,0.84,0.8757,0.9807,0.9813,0.9803,0.9803,0.9837,0.8778,0.8472,0.9108
0.24,0.13,0.9806,0.8573,0.842,0.8748,0.9809,0.9814,0.9806,0.9806,0.984,0.8793,0.8517,0.9087
0.24,0.14,0.9809,0.8592,0.8456,0.8749,0.9811,0.9816,0.9809,0.9809,0.9841,0.8799,0.8547,0.9067
0.24,0.15,0.981,0.8598,0.8479,0.8734,0.9812,0.9816,0.981,0.981,0.9842,0.8806,0.8577,0.9047
0.24,0.16,0.9809,0.8589,0.8476,0.8718,0.9811,0.9815,0.9809,0.9809,0.9841,0.8794,0.8574,0.9026
0.24,0.17,0.9809,0.8586,0.8487,0.8698,0.9811,0.9814,0.9809,0.9809,0.9841,0.879,0.8602,0.8986
0.24,0.18,0.9806,0.8569,0.8481,0.8667,0.9808,0.9811,0.9806,0.9806,0.9839,0.8767,0.8596,0.8945
0.24,0.19,0.981,0.859,0.8523,0.8668,0.9811,0.9814,0.981,0.981,0.9842,0.8794,0.8647,0.8945
0.24,0.2,0.9809,0.8583,0.8526,0.8648,0.981,0.9812,0.9809,0.9809,0.9841,0.878,0.8659,0.8905
0.24,0.21,0.9812,0.8603,0.8565,0.8649,0.9813,0.9815,0.9812,0.9812,0.9845,0.8806,0.871,0.8905
0.24,0.22,0.9812,0.8599,0.857,0.8634,0.9813,0.9814,0.9812,0.9812,0.9845,0.8804,0.8725,0.8884
0.24,0.23,0.9811,0.8588,0.8567,0.8615,0.9812,0.9813,0.9811,0.9811,0.9844,0.8793,0.8723,0.8864
0.24,0.24,0.981,0.857,0.8568,0.8579,0.981,0.9811,0.981,0.981,0.9842,0.8779,0.8735,0.8824
0.25,0.0,0.9801,0.8485,0.8791,0.8215,0.9796,0.9795,0.9801,0.9801,0.9831,0.8629,0.8989,0.8296
0.25,0.01,0.9552,0.7817,0.7096,0.8968,0.9607,0.9718,0.9552,0.9552,0.9594,0.7528,0.6177,0.9635
0.25,0.02,0.9669,0.8117,0.7522,0.8942,0.9697,0.9752,0.9669,0.9669,0.971,0.8079,0.7021,0.9513
0.25,0.03,0.9727,0.8359,0.7885,0.8981,0.9744,0.9779,0.9727,0.9727,0.9762,0.8359,0.7492,0.9452
0.25,0.04,0.9746,0.8407,0.798,0.8944,0.976,0.9786,0.9746,0.9746,0.9781,0.8464,0.7704,0.9391
0.25,0.05,0.976,0.8454,0.8068,0.8929,0.9772,0.9794,0.976,0.976,0.9796,0.8548,0.7857,0.9371
0.25,0.06,0.9771,0.8476,0.8149,0.8872,0.978,0.9798,0.9771,0.9771,0.9806,0.8604,0.7997,0.931
0.25,0.07,0.9784,0.8524,0.823,0.8874,0.9792,0.9806,0.9784,0.9784,0.9819,0.8685,0.8138,0.931
0.25,0.08,0.9785,0.8512,0.8252,0.882,0.9792,0.9805,0.9785,0.9785,0.982,0.8686,0.8187,0.9249
0.25,0.09,0.979,0.8512,0.8273,0.8787,0.9796,0.9806,0.979,0.979,0.9826,0.8712,0.8282,0.9189
0.25,0.1,0.9796,0.8529,0.8309,0.8778,0.9801,0.9809,0.9796,0.9796,0.9831,0.8743,0.8355,0.9168
0.25,0.11,0.9801,0.8549,0.8371,0.8751,0.9805,0.9811,0.9801,0.9801,0.9836,0.8772,0.8443,0.9128
0.25,0.12,0.9803,0.8567,0.84,0.8757,0.9807,0.9813,0.9803,0.9803,0.9837,0.8778,0.8472,0.9108
0.25,0.13,0.9806,0.8573,0.842,0.8748,0.9809,0.9814,0.9806,0.9806,0.984,0.8793,0.8517,0.9087
0.25,0.14,0.9809,0.8592,0.8456,0.8749,0.9811,0.9816,0.9809,0.9809,0.9841,0.8799,0.8547,0.9067
0.25,0.15,0.981,0.8598,0.8479,0.8734,0.9812,0.9816,0.981,0.981,0.9842,0.8806,0.8577,0.9047
0.25,0.16,0.9809,0.8589,0.8476,0.8718,0.9811,0.9815,0.9809,0.9809,0.9841,0.8794,0.8574,0.9026
0.25,0.17,0.9809,0.8586,0.8487,0.8698,0.9811,0.9814,0.9809,0.9809,0.9841,0.879,0.8602,0.8986
0.25,0.18,0.9806,0.8569,0.8481,0.8667,0.9808,0.9811,0.9806,0.9806,0.9839,0.8767,0.8596,0.8945
0.25,0.19,0.981,0.859,0.8523,0.8668,0.9811,0.9814,0.981,0.981,0.9842,0.8794,0.8647,0.8945
0.25,0.2,0.9809,0.8583,0.8526,0.8648,0.981,0.9812,0.9809,0.9809,0.9841,0.878,0.8659,0.8905
0.25,0.21,0.9812,0.8603,0.8565,0.8649,0.9813,0.9815,0.9812,0.9812,0.9845,0.8806,0.871,0.8905
0.25,0.22,0.9812,0.8599,0.857,0.8634,0.9813,0.9814,0.9812,0.9812,0.9845,0.8804,0.8725,0.8884
0.25,0.23,0.9811,0.8588,0.8567,0.8615,0.9812,0.9813,0.9811,0.9811,0.9844,0.8793,0.8723,0.8864
0.25,0.24,0.981,0.857,0.8568,0.8579,0.981,0.9811,0.981,0.981,0.9842,0.8779,0.8735,0.8824
0.25,0.25,0.9812,0.8585,0.86,0.8579,0.9813,0.9813,0.9812,0.9812,0.9845,0.8797,0.877,0.8824
0.26,0.0,0.9801,0.8485,0.8791,0.8215,0.9796,0.9795,0.9801,0.9801,0.9831,0.8629,0.8989,0.8296
0.26,0.01,0.9552,0.7817,0.7096,0.8968,0.9607,0.9718,0.9552,0.9552,0.9594,0.7528,0.6177,0.9635
0.26,0.02,0.9669,0.8117,0.7522,0.8942,0.9697,0.9752,0.9669,0.9669,0.971,0.8079,0.7021,0.9513
0.26,0.03,0.9727,0.8359,0.7885,0.8981,0.9744,0.9779,0.9727,0.9727,0.9762,0.8359,0.7492,0.9452
0.26,0.04,0.9746,0.8407,0.798,0.8944,0.976,0.9786,0.9746,0.9746,0.9781,0.8464,0.7704,0.9391
0.26,0.05,0.976,0.8454,0.8068,0.8929,0.9772,0.9794,0.976,0.976,0.9796,0.8548,0.7857,0.9371
0.26,0.06,0.9771,0.8476,0.8149,0.8872,0.978,0.9798,0.9771,0.9771,0.9806,0.8604,0.7997,0.931
0.26,0.07,0.9784,0.8524,0.823,0.8874,0.9792,0.9806,0.9784,0.9784,0.9819,0.8685,0.8138,0.931
0.26,0.08,0.9785,0.8512,0.8252,0.882,0.9792,0.9805,0.9785,0.9785,0.982,0.8686,0.8187,0.9249
0.26,0.09,0.979,0.8512,0.8273,0.8787,0.9796,0.9806,0.979,0.979,0.9826,0.8712,0.8282,0.9189
0.26,0.1,0.9796,0.8529,0.8309,0.8778,0.9801,0.9809,0.9796,0.9796,0.9831,0.8743,0.8355,0.9168
0.26,0.11,0.9801,0.8549,0.8371,0.8751,0.9805,0.9811,0.9801,0.9801,0.9836,0.8772,0.8443,0.9128
0.26,0.12,0.9803,0.8567,0.84,0.8757,0.9807,0.9813,0.9803,0.9803,0.9837,0.8778,0.8472,0.9108
0.26,0.13,0.9806,0.8573,0.842,0.8748,0.9809,0.9814,0.9806,0.9806,0.984,0.8793,0.8517,0.9087
0.26,0.14,0.9809,0.8592,0.8456,0.8749,0.9811,0.9816,0.9809,0.9809,0.9841,0.8799,0.8547,0.9067
0.26,0.15,0.981,0.8598,0.8479,0.8734,0.9812,0.9816,0.981,0.981,0.9842,0.8806,0.8577,0.9047
0.26,0.16,0.9809,0.8589,0.8476,0.8718,0.9811,0.9815,0.9809,0.9809,0.9841,0.8794,0.8574,0.9026
0.26,0.17,0.9809,0.8586,0.8487,0.8698,0.9811,0.9814,0.9809,0.9809,0.9841,0.879,0.8602,0.8986
0.26,0.18,0.9806,0.8569,0.8481,0.8667,0.9808,0.9811,0.9806,0.9806,0.9839,0.8767,0.8596,0.8945
0.26,0.19,0.981,0.859,0.8523,0.8668,0.9811,0.9814,0.981,0.981,0.9842,0.8794,0.8647,0.8945
0.26,0.2,0.9809,0.8583,0.8526,0.8648,0.981,0.9812,0.9809,0.9809,0.9841,0.878,0.8659,0.8905
0.26,0.21,0.9812,0.8603,0.8565,0.8649,0.9813,0.9815,0.9812,0.9812,0.9845,0.8806,0.871,0.8905
0.26,0.22,0.9812,0.8599,0.857,0.8634,0.9813,0.9814,0.9812,0.9812,0.9845,0.8804,0.8725,0.8884
0.26,0.23,0.9811,0.8588,0.8567,0.8615,0.9812,0.9813,0.9811,0.9811,0.9844,0.8793,0.8723,0.8864
0.26,0.24,0.981,0.857,0.8568,0.8579,0.981,0.9811,0.981,0.981,0.9842,0.8779,0.8735,0.8824
0.26,0.25,0.9812,0.8585,0.86,0.8579,0.9813,0.9813,0.9812,0.9812,0.9845,0.8797,0.877,0.8824
0.26,0.26,0.9814,0.8592,0.8613,0.858,0.9814,0.9814,0.9814,0.9814,0.9846,0.8806,0.8788,0.8824
0.27,0.0,0.9801,0.8485,0.8791,0.8215,0.9796,0.9795,0.9801,0.9801,0.9831,0.8629,0.8989,0.8296
0.27,0.01,0.9552,0.7817,0.7096,0.8968,0.9607,0.9718,0.9552,0.9552,0.9594,0.7528,0.6177,0.9635
0.27,0.02,0.9669,0.8117,0.7522,0.8942,0.9697,0.9752,0.9669,0.9669,0.971,0.8079,0.7021,0.9513
0.27,0.03,0.9727,0.8359,0.7885,0.8981,0.9744,0.9779,0.9727,0.9727,0.9762,0.8359,0.7492,0.9452
0.27,0.04,0.9746,0.8407,0.798,0.8944,0.976,0.9786,0.9746,0.9746,0.9781,0.8464,0.7704,0.9391
0.27,0.05,0.976,0.8454,0.8068,0.8929,0.9772,0.9794,0.976,0.976,0.9796,0.8548,0.7857,0.9371
0.27,0.06,0.9771,0.8476,0.8149,0.8872,0.978,0.9798,0.9771,0.9771,0.9806,0.8604,0.7997,0.931
0.27,0.07,0.9784,0.8524,0.823,0.8874,0.9792,0.9806,0.9784,0.9784,0.9819,0.8685,0.8138,0.931
0.27,0.08,0.9785,0.8512,0.8252,0.882,0.9792,0.9805,0.9785,0.9785,0.982,0.8686,0.8187,0.9249
0.27,0.09,0.979,0.8512,0.8273,0.8787,0.9796,0.9806,0.979,0.979,0.9826,0.8712,0.8282,0.9189
0.27,0.1,0.9796,0.8529,0.8309,0.8778,0.9801,0.9809,0.9796,0.9796,0.9831,0.8743,0.8355,0.9168
0.27,0.11,0.9801,0.8549,0.8371,0.8751,0.9805,0.9811,0.9801,0.9801,0.9836,0.8772,0.8443,0.9128
0.27,0.12,0.9803,0.8567,0.84,0.8757,0.9807,0.9813,0.9803,0.9803,0.9837,0.8778,0.8472,0.9108
0.27,0.13,0.9806,0.8573,0.842,0.8748,0.9809,0.9814,0.9806,0.9806,0.984,0.8793,0.8517,0.9087
0.27,0.14,0.9809,0.8592,0.8456,0.8749,0.9811,0.9816,0.9809,0.9809,0.9841,0.8799,0.8547,0.9067
0.27,0.15,0.981,0.8598,0.8479,0.8734,0.9812,0.9816,0.981,0.981,0.9842,0.8806,0.8577,0.9047
0.27,0.16,0.9809,0.8589,0.8476,0.8718,0.9811,0.9815,0.9809,0.9809,0.9841,0.8794,0.8574,0.9026
0.27,0.17,0.9809,0.8586,0.8487,0.8698,0.9811,0.9814,0.9809,0.9809,0.9841,0.879,0.8602,0.8986
0.27,0.18,0.9806,0.8569,0.8481,0.8667,0.9808,0.9811,0.9806,0.9806,0.9839,0.8767,0.8596,0.8945
0.27,0.19,0.981,0.859,0.8523,0.8668,0.9811,0.9814,0.981,0.981,0.9842,0.8794,0.8647,0.8945
0.27,0.2,0.9809,0.8583,0.8526,0.8648,0.981,0.9812,0.9809,0.9809,0.9841,0.878,0.8659,0.8905
0.27,0.21,0.9812,0.8603,0.8565,0.8649,0.9813,0.9815,0.9812,0.9812,0.9845,0.8806,0.871,0.8905
0.27,0.22,0.9812,0.8599,0.857,0.8634,0.9813,0.9814,0.9812,0.9812,0.9845,0.8804,0.8725,0.8884
0.27,0.23,0.9811,0.8588,0.8567,0.8615,0.9812,0.9813,0.9811,0.9811,0.9844,0.8793,0.8723,0.8864
0.27,0.24,0.981,0.857,0.8568,0.8579,0.981,0.9811,0.981,0.981,0.9842,0.8779,0.8735,0.8824
0.27,0.25,0.9812,0.8585,0.86,0.8579,0.9813,0.9813,0.9812,0.9812,0.9845,0.8797,0.877,0.8824
0.27,0.26,0.9814,0.8592,0.8613,0.858,0.9814,0.9814,0.9814,0.9814,0.9846,0.8806,0.8788,0.8824
0.27,0.27,0.9816,0.8604,0.8637,0.858,0.9816,0.9817,0.9816,0.9816,0.9849,0.8824,0.8824,0.8824
0.28,0.0,0.9801,0.8485,0.8791,0.8215,0.9796,0.9795,0.9801,0.9801,0.9831,0.8629,0.8989,0.8296
0.28,0.01,0.9552,0.7817,0.7096,0.8968,0.9607,0.9718,0.9552,0.9552,0.9594,0.7528,0.6177,0.9635
0.28,0.02,0.9669,0.8117,0.7522,0.8942,0.9697,0.9752,0.9669,0.9669,0.971,0.8079,0.7021,0.9513
0.28,0.03,0.9727,0.8359,0.7885,0.8981,0.9744,0.9779,0.9727,0.9727,0.9762,0.8359,0.7492,0.9452
